icd_code,n,d,rate
65573,0,13,0.0
65683,0,8,0.0
65973,0,1,0.0
66624,0,7,0.0
66704,0,1,0.0
66714,0,2,0.0
66923,0,12,0.0
66944,0,1,0.0
67014,0,1,0.0
67144,0,1,0.0
67153,0,2,0.0
67183,0,1,0.0
67303,0,1,0.0
67414,0,4,0.0
67434,0,9,0.0
67484,0,9,0.0
67513,0,1,0.0
67521,0,1,0.0
67523,0,1,0.0
67524,0,9,0.0
67624,0,2,0.0
6800,0,2,0.0
6801,0,1,0.0
6802,0,1,0.0
6805,0,2,0.0
68100,2,55,0.03636363636363636
68101,1,17,0.058823529411764705
68102,2,155,0.012903225806451613
68110,0,35,0.0
68111,2,47,0.0425531914893617
6820,11,152,0.07236842105263158
6821,4,36,0.1111111111111111
6822,31,206,0.15048543689320387
6823,36,279,0.12903225806451613
6824,4,55,0.07272727272727272
6825,23,138,0.16666666666666666
6826,36,429,0.08391608391608392
6827,7,87,0.08045977011494253
6828,3,25,0.12
6829,0,4,0.0
683,0,3,0.0
684,0,28,0.0
6850,10,57,0.17543859649122806
6851,3,23,0.13043478260869565
68601,0,3,0.0
6861,0,1,0.0
6868,0,1,0.0
6869,0,73,0.0
69010,0,2,0.0
6918,0,3,0.0
6923,0,4,0.0
6926,1,33,0.030303030303030304
69271,0,2,0.0
69276,0,4,0.0
69281,0,1,0.0
69289,0,7,0.0
6929,3,198,0.015151515151515152
6930,1,37,0.02702702702702703
6931,0,2,0.0
6945,0,2,0.0
69510,0,2,0.0
6952,0,2,0.0
6953,0,1,0.0
6954,0,1,0.0
69589,0,1,0.0
6959,0,14,0.0
6960,0,5,0.0
6961,0,6,0.0
6970,0,1,0.0
6980,0,1,0.0
6981,0,5,0.0
6983,0,3,0.0
6988,0,12,0.0
6989,1,71,0.014084507042253521
700,0,10,0.0
7010,0,1,0.0
7011,0,3,0.0
7019,0,2,0.0
7020,0,2,0.0
70219,0,1,0.0
7028,0,1,0.0
7030,1,37,0.02702702702702703
7038,0,3,0.0
70400,0,4,0.0
7048,1,39,0.02564102564102564
7051,0,2,0.0
70581,0,2,0.0
70583,2,17,0.11764705882352941
70589,0,1,0.0
7061,0,5,0.0
7062,1,40,0.025
70703,0,2,0.0
70705,0,2,0.0
70709,0,2,0.0
70711,0,1,0.0
70712,0,2,0.0
70713,0,7,0.0
70714,0,10,0.0
70715,0,25,0.0
70719,0,10,0.0
70720,1,1,1.0
70721,0,1,0.0
70722,0,3,0.0
70723,0,2,0.0
7078,1,3,0.3333333333333333
7080,6,141,0.0425531914893617
7081,0,3,0.0
7083,0,2,0.0
7088,0,4,0.0
7089,3,86,0.03488372093023256
70900,0,1,0.0
70901,0,1,0.0
7092,0,1,0.0
7098,1,16,0.0625
7099,0,46,0.0
7100,1,67,0.014925373134328358
7101,0,3,0.0
7102,0,10,0.0
7104,0,1,0.0
7109,0,2,0.0
71102,0,1,0.0
71189,0,1,0.0
71236,0,1,0.0
7140,3,49,0.061224489795918366
71489,0,2,0.0
7149,0,1,0.0
71509,0,1,0.0
71533,0,1,0.0
71535,0,1,0.0
71536,0,3,0.0
71537,0,1,0.0
71580,0,1,0.0
71593,0,1,0.0
71595,0,5,0.0
71596,1,24,0.041666666666666664
71597,0,1,0.0
71598,0,2,0.0
71609,0,1,0.0
71619,0,1,0.0
71659,0,1,0.0
71686,0,1,0.0
71689,0,1,0.0
71691,0,1,0.0
71693,0,8,0.0
71694,0,7,0.0
71695,0,5,0.0
71696,0,3,0.0
71697,0,8,0.0
71699,0,1,0.0
7175,0,1,0.0
7179,0,1,0.0
71830,0,1,0.0
71831,1,43,0.023255813953488372
71834,0,1,0.0
71835,0,1,0.0
71836,0,1,0.0
71837,0,1,0.0
71886,0,1,0.0
71901,0,2,0.0
71902,0,1,0.0
71903,0,1,0.0
71906,0,60,0.0
71907,0,25,0.0
71911,0,2,0.0
71913,0,1,0.0
71915,0,1,0.0
71916,0,5,0.0
71931,0,1,0.0
71940,0,5,0.0
71941,12,548,0.021897810218978103
71942,0,49,0.0
71943,4,215,0.018604651162790697
71944,0,1,0.0
71945,6,320,0.01875
71946,17,750,0.02266666666666667
71947,6,193,0.031088082901554404
71949,0,29,0.0
71954,0,1,0.0
7197,1,32,0.03125
71984,0,1,0.0
71996,0,1,0.0
7202,0,4,0.0
7210,0,2,0.0
7211,0,1,0.0
7212,0,1,0.0
7213,0,2,0.0
7215,0,1,0.0
72190,0,2,0.0
7220,0,20,0.0
72210,1,56,0.017857142857142856
72211,0,1,0.0
7222,0,1,0.0
7224,0,1,0.0
72252,0,3,0.0
7226,0,2,0.0
72290,0,1,0.0
72291,0,7,0.0
72292,0,1,0.0
72293,0,3,0.0
7230,1,8,0.125
7231,21,633,0.03317535545023697
7234,2,66,0.030303030303030304
7235,2,49,0.04081632653061224
7238,0,1,0.0
72400,0,12,0.0
72401,0,1,0.0
72402,1,4,0.25
7241,1,17,0.058823529411764705
7242,38,2093,0.018155757286192068
7243,4,277,0.01444043321299639
7244,2,46,0.043478260869565216
7245,24,953,0.025183630640083946
7246,0,1,0.0
72479,0,14,0.0
7248,1,62,0.016129032258064516
725,0,2,0.0
7260,0,2,0.0
72610,0,15,0.0
72611,1,12,0.08333333333333333
72613,0,1,0.0
72619,1,1,1.0
72630,0,1,0.0
72631,0,3,0.0
72632,0,9,0.0
72633,1,52,0.019230769230769232
7265,0,12,0.0
72660,1,5,0.2
72661,0,1,0.0
72665,0,13,0.0
72669,0,2,0.0
72671,0,8,0.0
72673,0,8,0.0
72679,0,2,0.0
72690,0,1,0.0
72691,0,1,0.0
72703,0,4,0.0
72704,0,23,0.0
72705,1,20,0.05
72706,0,8,0.0
72709,0,21,0.0
7271,0,5,0.0
72741,0,4,0.0
72742,0,1,0.0
72743,0,9,0.0
72751,0,46,0.0
72782,1,2,0.5
7284,0,1,0.0
7285,0,1,0.0
72871,0,41,0.0
72881,0,2,0.0
72885,6,130,0.046153846153846156
72886,0,1,0.0
72888,0,5,0.0
72889,0,2,0.0
7289,0,1,0.0
7291,6,228,0.02631578947368421
7292,0,15,0.0
72939,0,2,0.0
7295,48,1788,0.026845637583892617
7296,1,18,0.05555555555555555
72981,8,476,0.01680672268907563
72982,0,38,0.0
72989,1,86,0.011627906976744186
72990,0,2,0.0
72991,0,2,0.0
72992,0,25,0.0
73004,0,1,0.0
73007,0,1,0.0
73017,0,3,0.0
73020,0,1,0.0
73024,0,4,0.0
73025,0,1,0.0
73027,0,2,0.0
73028,0,1,0.0
7321,0,1,0.0
73300,0,1,0.0
73311,0,1,0.0
73313,0,2,0.0
73321,0,1,0.0
73341,0,1,0.0
73342,0,2,0.0
73344,0,1,0.0
7336,0,35,0.0
73390,0,12,0.0
73393,0,1,0.0
73394,0,2,0.0
73399,0,4,0.0
7361,0,7,0.0
73621,0,1,0.0
73679,2,11,0.18181818181818182
73711,0,1,0.0
73730,0,1,0.0
7384,0,1,0.0
74190,0,2,0.0
74442,0,1,0.0
7455,0,1,0.0
74689,0,1,0.0
74764,0,1,0.0
74781,0,2,0.0
7483,0,1,0.0
7503,0,1,0.0
7509,0,1,0.0
75312,0,4,0.0
7540,0,1,0.0
75481,0,2,0.0
75610,0,1,0.0
75683,0,2,0.0
75733,0,1,0.0
75739,2,5,0.4
7580,0,7,0.0
7586,0,1,0.0
7592,0,1,0.0
75989,0,1,0.0
78002,0,1,0.0
78009,1,49,0.02040816326530612
7801,0,26,0.0
7802,12,1411,0.008504606661941885
78032,0,1,0.0
78039,2,115,0.017391304347826087
7804,17,1161,0.014642549526270457
78052,1,32,0.03125
78054,0,1,0.0
78056,0,1,0.0
78059,0,1,0.0
78060,20,547,0.03656307129798903
78061,0,2,0.0
78062,0,14,0.0
78064,1,17,0.058823529411764705
78065,0,1,0.0
78071,0,1,0.0
78079,14,570,0.02456140350877193
7808,0,15,0.0
78093,0,15,0.0
78094,0,1,0.0
78096,0,3,0.0
78097,4,333,0.012012012012012012
78099,1,12,0.08333333333333333
7810,1,92,0.010869565217391304
7811,0,4,0.0
7812,0,26,0.0
7813,0,24,0.0
7814,0,1,0.0
7815,0,1,0.0
7817,0,5,0.0
78191,0,1,0.0
78194,0,25,0.0
78199,0,8,0.0
7820,12,713,0.016830294530154277
7821,7,588,0.011904761904761904
7822,0,34,0.0
7823,1,140,0.007142857142857143
7824,0,6,0.0
78262,0,9,0.0
7827,0,3,0.0
7829,0,34,0.0
7830,0,6,0.0
7831,0,2,0.0
78321,0,13,0.0
7835,0,4,0.0
7837,0,4,0.0
7840,95,2787,0.034086831718693936
7841,4,149,0.026845637583892617
7842,6,166,0.03614457831325301
7843,0,8,0.0
78440,0,1,0.0
78442,0,8,0.0
78449,0,1,0.0
78451,1,11,0.09090909090909091
78459,0,35,0.0
7847,30,307,0.09771986970684039
78491,0,4,0.0
78492,2,53,0.03773584905660377
78499,4,139,0.02877697841726619
7850,3,130,0.023076923076923078
7851,7,646,0.010835913312693499
7852,0,1,0.0
7854,0,2,0.0
78551,0,2,0.0
78559,0,1,0.0
7856,0,76,0.0
7859,0,1,0.0
78601,0,10,0.0
78605,4,362,0.011049723756906077
78606,0,2,0.0
78607,0,21,0.0
78609,8,349,0.022922636103151862
7861,0,1,0.0
7862,13,718,0.018105849582172703
78630,0,28,0.0
78639,1,25,0.04
78650,61,2352,0.025935374149659865
78652,5,160,0.03125
78659,11,792,0.013888888888888888
7866,0,11,0.0
7868,0,12,0.0
7869,0,9,0.0
78701,28,894,0.03131991051454139
78702,13,291,0.044673539518900345
78703,9,420,0.02142857142857143
7871,0,2,0.0
78720,1,52,0.019230769230769232
78729,0,8,0.0
7873,1,49,0.02040816326530612
7874,0,1,0.0
78760,0,4,0.0
78791,22,846,0.026004728132387706
78799,0,3,0.0
7880,8,211,0.037914691943127965
7881,5,198,0.025252525252525252
78820,44,381,0.11548556430446194
78829,1,5,0.2
78830,1,22,0.045454545454545456
78831,0,2,0.0
78833,0,1,0.0
78841,1,49,0.02040816326530612
78842,0,4,0.0
78843,0,1,0.0
7885,0,1,0.0
78863,0,8,0.0
78864,1,8,0.125
78869,0,4,0.0
7887,0,11,0.0
78899,0,4,0.0
78900,17,360,0.04722222222222222
78901,20,568,0.035211267605633804
78902,5,185,0.02702702702702703
78903,26,903,0.028792912513842746
78904,16,661,0.024205748865355523
78905,2,139,0.014388489208633094
78906,27,805,0.03354037267080745
78907,15,297,0.050505050505050504
78909,92,3242,0.0283775447254781
7892,0,2,0.0
78930,0,11,0.0
78932,0,1,0.0
78933,0,1,0.0
78934,0,1,0.0
78939,0,5,0.0
78959,1,12,0.08333333333333333
78964,0,1,0.0
7897,0,1,0.0
7899,0,3,0.0
79009,0,1,0.0
7901,0,4,0.0
79029,0,9,0.0
7904,0,33,0.0
7905,0,2,0.0
7906,0,4,0.0
7907,0,7,0.0
79092,0,47,0.0
79095,0,1,0.0
79099,0,5,0.0
7910,0,1,0.0
7915,0,1,0.0
7919,0,8,0.0
7920,0,1,0.0
7921,0,17,0.0
7924,0,1,0.0
7930,0,2,0.0
79311,0,5,0.0
79319,0,6,0.0
7932,0,1,0.0
7935,0,1,0.0
7936,0,5,0.0
7937,0,4,0.0
79389,0,2,0.0
79409,0,2,0.0
7942,0,1,0.0
79431,1,22,0.045454545454545456
79439,0,3,0.0
7944,0,8,0.0
7948,0,3,0.0
7949,0,1,0.0
79551,0,5,0.0
7962,0,5,0.0
7963,0,2,0.0
7969,0,1,0.0
79902,0,15,0.0
7991,0,2,0.0
79921,0,1,0.0
79922,0,1,0.0
79923,0,1,0.0
79924,0,1,0.0
79929,1,5,0.2
79959,0,1,0.0
80000,0,1,0.0
80010,0,1,0.0
80026,0,2,0.0
80100,0,5,0.0
80101,0,13,0.0
80102,0,4,0.0
80106,1,2,0.5
8020,1,59,0.01694915254237288
8021,0,4,0.0
80220,0,4,0.0
80221,0,3,0.0
80225,0,1,0.0
80227,0,1,0.0
80228,1,2,0.5
80230,0,3,0.0
8024,0,21,0.0
8026,0,18,0.0
8028,0,28,0.0
80300,0,2,0.0
80301,0,1,0.0
80501,0,8,0.0
80502,0,6,0.0
80503,0,1,0.0
80504,0,4,0.0
80505,0,4,0.0
80506,0,4,0.0
80507,2,8,0.25
8052,0,14,0.0
8054,0,14,0.0
8055,0,1,0.0
8056,0,9,0.0
80701,0,41,0.0
80702,0,9,0.0
80703,0,3,0.0
80704,0,3,0.0
80709,0,2,0.0
8072,1,6,0.16666666666666666
8074,0,1,0.0
8080,0,2,0.0
8082,0,3,0.0
80841,0,2,0.0
8088,0,6,0.0
81000,0,26,0.0
81002,0,8,0.0
81003,0,7,0.0
81100,0,3,0.0
81101,1,1,1.0
81103,0,1,0.0
81110,0,1,0.0
81200,0,24,0.0
81201,0,16,0.0
81203,0,3,0.0
81209,0,17,0.0
81221,0,7,0.0
81240,0,4,0.0
81242,0,2,0.0
81243,0,1,0.0
81244,0,1,0.0
81301,0,4,0.0
81302,0,2,0.0
81304,0,1,0.0
81305,0,38,0.0
81306,0,2,0.0
81321,0,1,0.0
81322,0,4,0.0
81333,1,1,1.0
81341,0,9,0.0
81342,5,127,0.03937007874015748
81343,0,7,0.0
81344,0,10,0.0
81353,0,1,0.0
81400,0,2,0.0
81401,0,14,0.0
81402,0,2,0.0
81403,0,7,0.0
81404,1,1,1.0
81405,0,1,0.0
81408,0,3,0.0
81500,0,64,0.0
81502,0,13,0.0
81503,0,8,0.0
81504,0,7,0.0
81510,0,2,0.0
81600,0,12,0.0
81601,1,31,0.03225806451612903
81602,0,44,0.0
81603,0,1,0.0
81610,0,1,0.0
81611,1,14,0.07142857142857142
81612,1,47,0.02127659574468085
81613,0,3,0.0
8170,0,2,0.0
82002,0,1,0.0
82009,0,2,0.0
82020,0,3,0.0
82021,0,2,0.0
82120,0,2,0.0
82121,0,1,0.0
8220,0,17,0.0
82300,0,12,0.0
82301,0,7,0.0
8240,0,8,0.0
8242,0,11,0.0
8244,0,6,0.0
8248,1,104,0.009615384615384616
8250,0,11,0.0
82520,0,1,0.0
82521,0,9,0.0
82522,0,8,0.0
82523,0,5,0.0
82524,0,2,0.0
82525,1,77,0.012987012987012988
82531,0,1,0.0
82532,0,1,0.0
82533,0,1,0.0
8260,1,73,0.0136986301369863
8261,0,7,0.0
8300,0,4,0.0
83100,0,12,0.0
83101,1,35,0.02857142857142857
83103,0,2,0.0
83104,3,46,0.06521739130434782
83109,0,1,0.0
83200,0,2,0.0
83201,0,1,0.0
83202,1,7,0.14285714285714285
83209,0,1,0.0
83300,0,1,0.0
83304,0,1,0.0
83305,0,2,0.0
83309,0,2,0.0
83400,0,1,0.0
83401,0,6,0.0
83402,1,32,0.03125
83412,0,1,0.0
83501,0,2,0.0
83503,0,1,0.0
8360,0,1,0.0
8362,0,2,0.0
8363,0,12,0.0
8370,0,2,0.0
83809,0,3,0.0
83901,0,1,0.0
83906,0,1,0.0
83961,0,2,0.0
8400,0,1,0.0
8404,0,7,0.0
8408,0,65,0.0
8409,2,79,0.02531645569620253
8418,0,5,0.0
8419,1,4,0.25
84200,3,59,0.05084745762711865
84210,0,20,0.0
84213,0,8,0.0
84219,0,14,0.0
8430,0,1,0.0
8438,0,13,0.0
8439,0,14,0.0
8440,0,1,0.0
8441,0,1,0.0
8448,2,71,0.028169014084507043
8449,3,101,0.0297029702970297
84500,4,412,0.009708737864077669
84501,0,1,0.0
84509,0,23,0.0
84510,1,42,0.023809523809523808
84513,0,1,0.0
84519,0,29,0.0
8460,0,2,0.0
8470,7,410,0.01707317073170732
8471,1,38,0.02631578947368421
8472,4,325,0.012307692307692308
8479,1,34,0.029411764705882353
8481,0,1,0.0
84849,0,1,0.0
8485,0,6,0.0
8488,1,41,0.024390243902439025
8489,0,3,0.0
8500,2,102,0.0196078431372549
85011,0,19,0.0
8505,2,34,0.058823529411764705
8509,0,17,0.0
85181,0,2,0.0
85200,0,5,0.0
85201,0,2,0.0
85205,0,1,0.0
85220,0,5,0.0
85221,0,3,0.0
85222,0,1,0.0
85300,0,2,0.0
85301,0,2,0.0
85401,0,1,0.0
85406,0,1,0.0
8600,0,1,0.0
86121,0,1,0.0
8629,0,1,0.0
86345,0,1,0.0
8670,0,3,0.0
86810,0,1,0.0
8700,0,28,0.0
8701,0,2,0.0
8708,0,1,0.0
8709,0,1,0.0
8714,0,1,0.0
87200,0,16,0.0
87201,0,8,0.0
87202,0,2,0.0
87261,0,5,0.0
8730,3,147,0.02040816326530612
87320,1,49,0.02040816326530612
87340,0,8,0.0
87341,1,69,0.014492753623188406
87342,2,230,0.008695652173913044
87343,1,132,0.007575757575757576
87344,1,41,0.024390243902439025
87349,1,12,0.08333333333333333
87352,0,1,0.0
87360,0,1,0.0
87361,0,1,0.0
87362,0,3,0.0
87363,0,46,0.0
87364,1,10,0.1
8738,0,1,0.0
8748,0,3,0.0
8750,0,2,0.0
8760,0,4,0.0
8770,0,4,0.0
8780,0,2,0.0
8782,1,2,0.5
8784,0,3,0.0
8786,0,3,0.0
8792,0,6,0.0
8794,0,4,0.0
8796,0,1,0.0
8798,0,9,0.0
8799,0,1,0.0
88000,1,3,0.3333333333333333
88001,0,1,0.0
88003,1,12,0.08333333333333333
88013,0,1,0.0
88100,1,82,0.012195121951219513
88101,0,25,0.0
88102,1,27,0.037037037037037035
88110,0,3,0.0
88111,0,1,0.0
88120,0,2,0.0
8820,3,193,0.015544041450777202
8821,0,8,0.0
8822,0,3,0.0
8830,8,833,0.009603841536614645
8831,0,16,0.0
8832,1,14,0.07142857142857142
8850,0,5,0.0
8860,1,37,0.02702702702702703
8900,0,23,0.0
8901,0,2,0.0
8910,1,137,0.0072992700729927005
8911,0,5,0.0
8920,3,57,0.05263157894736842
8921,0,5,0.0
8922,0,2,0.0
8930,0,24,0.0
8931,0,1,0.0
90089,0,1,0.0
9032,0,1,0.0
9035,0,1,0.0
9052,0,2,0.0
9061,0,2,0.0
9066,0,1,0.0
9068,0,1,0.0
9089,0,19,0.0
9100,3,140,0.02142857142857143
9101,0,2,0.0
9102,0,1,0.0
9104,0,6,0.0
9105,0,1,0.0
9106,0,11,0.0
9107,0,3,0.0
9110,0,24,0.0
9114,0,16,0.0
9115,0,1,0.0
9116,0,6,0.0
9120,2,13,0.15384615384615385
9124,0,5,0.0
9130,1,57,0.017543859649122806
9131,0,1,0.0
9132,0,1,0.0
9134,2,12,0.16666666666666666
9135,0,1,0.0
9140,0,47,0.0
9141,0,1,0.0
9144,0,2,0.0
9145,0,1,0.0
9146,1,4,0.25
9147,0,2,0.0
9150,0,17,0.0
9152,0,2,0.0
9155,0,1,0.0
9156,0,17,0.0
9157,0,3,0.0
9158,0,14,0.0
9160,3,127,0.023622047244094488
9161,1,4,0.25
9162,0,3,0.0
9164,0,12,0.0
9165,1,4,0.25
9166,0,4,0.0
9170,0,13,0.0
9172,0,12,0.0
9173,0,1,0.0
9174,0,1,0.0
9176,0,8,0.0
9177,0,2,0.0
9179,0,1,0.0
9181,2,108,0.018518518518518517
9182,0,2,0.0
9189,0,4,0.0
9190,2,38,0.05263157894736842
9194,0,12,0.0
920,5,194,0.02577319587628866
9211,0,4,0.0
9212,0,12,0.0
9213,0,5,0.0
9219,0,12,0.0
9221,4,116,0.034482758620689655
9222,1,21,0.047619047619047616
92231,1,39,0.02564102564102564
92232,0,22,0.0
9224,0,8,0.0
9229,0,1,0.0
92300,2,65,0.03076923076923077
92301,0,1,0.0
92302,0,1,0.0
92303,0,2,0.0
92310,0,27,0.0
92311,1,34,0.029411764705882353
92320,1,70,0.014285714285714285
92321,1,29,0.034482758620689655
9233,1,62,0.016129032258064516
9238,0,2,0.0
9239,0,3,0.0
92400,0,21,0.0
92401,1,54,0.018518518518518517
92410,2,64,0.03125
92411,2,118,0.01694915254237288
92420,1,78,0.01282051282051282
92421,2,34,0.058823529411764705
9243,0,42,0.0
9244,0,1,0.0
9245,0,1,0.0
9248,2,40,0.05
92720,0,4,0.0
9273,0,20,0.0
92820,0,1,0.0
9283,0,1,0.0
9300,1,12,0.08333333333333333
9301,0,2,0.0
9308,0,7,0.0
9309,0,18,0.0
931,0,19,0.0
932,1,1,1.0
9330,1,8,0.125
9331,0,6,0.0
9351,1,46,0.021739130434782608
9352,1,5,0.2
936,0,3,0.0
937,0,5,0.0
938,0,9,0.0
9392,0,9,0.0
9400,0,1,0.0
9404,0,5,0.0
94113,0,1,0.0
94115,0,1,0.0
94117,0,2,0.0
94118,0,2,0.0
94119,0,2,0.0
94121,0,2,0.0
94123,0,1,0.0
94126,0,1,0.0
94128,0,1,0.0
94203,0,1,0.0
94204,0,1,0.0
94214,0,1,0.0
94222,0,1,0.0
94223,0,3,0.0
94224,0,2,0.0
94225,0,1,0.0
94311,0,8,0.0
94319,0,1,0.0
94321,0,14,0.0
94406,0,2,0.0
94408,0,1,0.0
94410,0,1,0.0
94412,0,1,0.0
94415,0,4,0.0
94416,0,1,0.0
94417,0,2,0.0
94418,0,2,0.0
94420,0,5,0.0
94421,0,5,0.0
94422,0,1,0.0
94423,0,6,0.0
94425,0,3,0.0
94426,0,10,0.0
94427,0,1,0.0
94428,0,6,0.0
94509,0,1,0.0
94515,0,1,0.0
94516,0,1,0.0
94521,0,1,0.0
94522,0,2,0.0
94524,0,1,0.0
94526,0,2,0.0
9462,0,2,0.0
94800,0,5,0.0
95200,0,2,0.0
95205,0,2,0.0
9552,0,2,0.0
9553,0,2,0.0
9556,0,2,0.0
9559,0,4,0.0
9571,0,1,0.0
9583,0,1,0.0
95901,15,743,0.020188425302826378
95909,1,62,0.016129032258064516
95911,2,63,0.031746031746031744
95912,0,5,0.0
95913,0,2,0.0
95914,0,4,0.0
95919,0,27,0.0
9592,3,99,0.030303030303030304
9593,0,100,0.0
9594,3,56,0.05357142857142857
9595,0,65,0.0
9596,2,19,0.10526315789473684
9597,2,395,0.005063291139240506
9598,0,2,0.0
9599,0,1,0.0
9610,0,1,0.0
9618,1,1,1.0
9619,1,1,1.0
9623,0,3,0.0
9642,1,1,1.0
96501,0,31,0.0
96509,0,4,0.0
9654,0,5,0.0
96561,0,6,0.0
9661,0,1,0.0
9683,0,1,0.0
96909,0,4,0.0
9691,0,1,0.0
9692,0,1,0.0
9693,0,2,0.0
9694,0,4,0.0
9696,0,2,0.0
96972,0,1,0.0
9698,0,1,0.0
9701,0,1,0.0
97081,0,1,0.0
9711,0,1,0.0
9712,0,2,0.0
9713,0,3,0.0
9726,0,1,0.0
9729,0,1,0.0
9735,0,1,0.0
9736,0,1,0.0
9745,0,1,0.0
9762,0,1,0.0
9768,0,1,0.0
9778,0,3,0.0
9779,0,1,0.0
9802,0,2,0.0
9820,0,1,0.0
9839,0,1,0.0
986,0,2,0.0
9871,0,1,0.0
9875,0,1,0.0
9876,0,1,0.0
9878,0,2,0.0
9879,0,2,0.0
9880,0,2,0.0
9895,0,18,0.0
98982,0,1,0.0
98989,0,3,0.0
9899,0,3,0.0
9911,0,3,0.0
9912,0,1,0.0
9916,0,1,0.0
9918,0,1,0.0
9920,0,4,0.0
9921,1,1,1.0
9925,0,13,0.0
9946,0,1,0.0
9948,0,8,0.0
9950,0,3,0.0
9951,0,26,0.0
99527,0,1,0.0
99529,0,2,0.0
9953,3,129,0.023255813953488372
99559,0,1,0.0
99561,0,2,0.0
99562,0,1,0.0
99563,0,4,0.0
99564,0,3,0.0
99567,0,1,0.0
99569,0,3,0.0
9957,1,43,0.023255813953488372
99581,0,6,0.0
99592,0,1,0.0
99601,0,1,0.0
9961,1,5,0.2
99631,1,11,0.09090909090909091
99632,0,2,0.0
99639,1,9,0.1111111111111111
99642,1,15,0.06666666666666667
99649,0,4,0.0
99651,0,1,0.0
99654,0,1,0.0
99659,0,5,0.0
99662,0,1,0.0
99666,0,1,0.0
99668,0,2,0.0
99669,0,3,0.0
99672,0,7,0.0
99673,0,16,0.0
99674,2,45,0.044444444444444446
99675,0,2,0.0
99676,6,60,0.1
99679,0,40,0.0
99709,0,1,0.0
9972,0,1,0.0
99749,0,3,0.0
9975,1,23,0.043478260869565216
99760,0,1,0.0
99762,0,1,0.0
99769,1,2,0.5
99811,2,64,0.03125
99812,1,27,0.037037037037037035
99813,1,14,0.07142857142857142
9982,0,1,0.0
99832,0,29,0.0
99833,0,2,0.0
99859,1,55,0.01818181818181818
9986,0,1,0.0
99881,0,1,0.0
99883,0,2,0.0
99889,1,60,0.016666666666666666
9990,0,1,0.0
9992,0,3,0.0
99933,0,1,0.0
99939,0,4,0.0
99949,0,1,0.0
99989,0,1,0.0
9999,0,6,0.0
A029,0,1,0.0
A047,2,10,0.2
A0471,0,2,0.0
A0472,0,9,0.0
A048,0,2,0.0
A049,0,1,0.0
A059,0,1,0.0
A071,0,1,0.0
A0811,0,1,0.0
A0839,0,1,0.0
A084,1,60,0.016666666666666666
A088,1,5,0.2
A09,0,29,0.0
A1801,0,1,0.0
A260,0,1,0.0
A2789,0,1,0.0
A3790,0,1,0.0
A419,0,5,0.0
A46,0,2,0.0
A493,0,1,0.0
A5149,0,1,0.0
A5216,0,1,0.0
A539,0,2,0.0
A5401,0,1,0.0
A5402,0,1,0.0
A5409,0,2,0.0
A545,0,1,0.0
A546,0,1,0.0
A549,0,3,0.0
A5601,0,2,0.0
A5609,0,1,0.0
A5611,0,1,0.0
A5619,0,1,0.0
A57,0,1,0.0
A5901,0,1,0.0
A599,0,1,0.0
A6000,0,1,0.0
A6001,0,9,0.0
A6002,0,1,0.0
A6004,1,19,0.05263157894736842
A6009,0,2,0.0
A601,0,1,0.0
A630,0,5,0.0
A638,0,1,0.0
A64,0,11,0.0
A691,0,2,0.0
A6920,1,12,0.08333333333333333
A6929,0,1,0.0
A740,0,1,0.0
A749,0,2,0.0
A812,0,1,0.0
A879,0,1,0.0
B001,2,20,0.1
B002,0,2,0.0
B0052,0,3,0.0
B0053,0,1,0.0
B0089,0,6,0.0
B009,0,10,0.0
B019,0,4,0.0
B0221,0,3,0.0
B0229,0,6,0.0
B0230,0,4,0.0
B0239,0,2,0.0
B028,0,19,0.0
B029,1,98,0.01020408163265306
B070,0,6,0.0
B079,0,5,0.0
B083,0,1,0.0
B084,0,10,0.0
B09,0,2,0.0
B1710,0,1,0.0
B179,0,2,0.0
B182,0,1,0.0
B1910,0,3,0.0
B1920,1,8,0.125
B20,9,297,0.030303030303030304
B259,0,1,0.0
B2780,0,1,0.0
B2789,0,1,0.0
B2790,2,28,0.07142857142857142
B300,0,2,0.0
B303,0,2,0.0
B308,0,3,0.0
B309,0,13,0.0
B341,0,3,0.0
B349,15,546,0.027472527472527472
B350,0,3,0.0
B351,1,9,0.1111111111111111
B353,0,11,0.0
B354,0,9,0.0
B356,0,10,0.0
B358,0,2,0.0
B359,0,1,0.0
B360,0,2,0.0
B368,0,3,0.0
B369,0,5,0.0
B370,1,11,0.09090909090909091
B372,1,13,0.07692307692307693
B373,2,69,0.028985507246376812
B3749,0,3,0.0
B3781,0,2,0.0
B3789,0,1,0.0
B379,0,1,0.0
B488,0,1,0.0
B49,0,1,0.0
B54,0,1,0.0
B600,0,2,0.0
B690,0,1,0.0
B779,0,1,0.0
B80,0,2,0.0
B820,0,1,0.0
B850,0,3,0.0
B851,0,2,0.0
B86,2,26,0.07692307692307693
B880,0,1,0.0
B952,0,1,0.0
B958,0,1,0.0
B9620,0,1,0.0
B965,0,2,0.0
B9681,0,1,0.0
B9689,0,7,0.0
B9789,0,4,0.0
B998,0,1,0.0
C109,0,1,0.0
C139,0,1,0.0
C155,0,1,0.0
C159,0,5,0.0
C160,0,2,0.0
C169,0,5,0.0
C187,0,1,0.0
C189,0,8,0.0
C19,0,3,0.0
C20,0,6,0.0
C210,0,1,0.0
C220,0,5,0.0
C221,0,4,0.0
C228,0,1,0.0
C249,0,1,0.0
C253,0,1,0.0
C257,0,1,0.0
